id,pid,date,time,quantity,price,cid,card,reward_account
bfbc77ec-0328-474e-be3d-2059a8a5a578,560,2021-09-21,7:48 AM,6,119.88,368,8bbe3507-a211-4e36-8d0a-1e2ebaeedd91,
9e6614e0-9ffe-4cf9-a37e-088c3bcc34a1,160,2018-09-06,5:31 AM,14,139.86,63,94bd77f8-b756-4165-868e-d0ff7d5a7136,fad20954-bdda-4509-8859-7f32bb32a321
ef4e9148-a695-4213-9945-a444903e9625,508,2017-07-07,5:02 PM,11,659.89,191,f7e8615a-497d-4a4b-bcaf-2003a400f93a,b7423549-0968-476e-b6a4-c483db754b2c
4f1fa8ac-a83d-4528-929c-6f2f2267878e,102,2019-10-10,10:11 AM,20,9999.8,180,90bf10df-0dc7-4ee1-b2b3-ec42dcffab61,7b94f0dc-d841-4a75-9b9c-427be6bb2a64
e227df10-8cef-4ff6-98ca-24c4c62625cc,65,2019-08-26,11:39 AM,21,2100,290,0af6185e-a8b6-4ff3-ba3a-ddddfaa23feb,e57f44fd-eba1-4f40-8148-5b7a096ce780
0fee7d46-3733-4bce-8841-9b732e063721,317,2012-11-06,8:42 AM,18,1799.82,73,0034b0dd-5369-48c2-b8c7-03c60d9780e1,cd1b7952-3dc0-498e-9392-7f790f9faae5
50c7c39a-d4b1-48a1-be9b-2e1af32f80cb,98,2018-01-10,2:11 AM,12,659.88,265,0f52c1ae-52d0-4816-8d0a-c2e36b2524ac,19fe1f8b-f6cb-4f57-a70a-6065d83e557e
26cf8363-cad9-437f-aba4-1f6ec2a8b608,118,2014-01-13,7:44 AM,19,2090,142,3f7a4161-d00d-4b25-b647-193a2c84e02d,817cd60e-93d3-4c1b-b02a-9491e3eb6271
873a28b3-4468-423f-9820-ea387ea3a341,334,2015-04-13,11:08 PM,9,89.91,198,415c473c-d5cc-486b-b6a0-cb1045596301,
9e96c904-d8ff-4068-9a20-97c7ed9f8f5f,94,2017-02-11,9:26 PM,11,24.09,254,20d24bae-caab-4eeb-98a3-a263134f2f53,
1d4fe2e7-02b3-4e6d-a804-0c5f3e84666d,104,2015-05-25,11:01 PM,11,11,181,60e36478-db28-49b6-aca6-4f0891f8ebfc,
9829c536-e007-4cf4-92f9-5fdb62e6aeeb,319,2015-07-28,4:39 AM,22,153.78,380,846d4bad-b5cf-4e4e-89c4-9e9245b3391b,
3e02ed98-b53f-4514-8dca-2d4817e34dfa,333,2010-11-06,4:34 AM,19,474.81,279,66a72f9d-2b68-4e18-8197-8b98c91486ef,a253e54e-f073-4403-91ea-9b61f0ebd328
095ed62c-bac8-4963-b3e6-e130ae6143f7,338,2012-07-01,8:51 PM,7,629.93,63,94bd77f8-b756-4165-868e-d0ff7d5a7136,fad20954-bdda-4509-8859-7f32bb32a321
95e32973-8014-4dc0-9c32-086c34377219,328,2015-07-18,1:01 AM,12,7788,392,2b8ba437-443d-47da-b9cc-5e8661b5d778,b7984ac6-ab9a-44db-8050-ec98db0cfeda
ab318f1b-c27a-41e5-8897-9a0ac78de5db,46,2013-09-01,10:55 PM,21,41.79,82,6b04be78-8091-4fee-9889-600fd160da26,59e82290-66cb-47ee-bceb-b5c7a7a84058
a642474e-4e0c-4ea7-ac83-c83d54c72783,324,2018-02-22,11:49 AM,24,239.76,57,e583fb0b-ed6c-48e8-b5d2-97ca6e5b54e5,
82e29c64-7b23-428c-8086-0154ad435f54,103,2013-07-11,2:37 PM,24,455.76,322,375af5a7-1b93-49a7-ab38-01db3924ea05,863366ef-2b8a-4ff5-a1a1-ba71d1ddaf3d
7d24c6b5-ee6b-4524-9cd7-9006d140f6c3,326,2011-09-21,12:24 PM,6,720,414,3e06db10-8427-4ed3-9e9c-dcda040c4883,0be2f265-63bf-4b68-a985-8fb655f7cfa3
2b80d41d-aec6-4718-96d7-f1a509b91099,58,2012-06-25,9:51 AM,14,279.86,460,901e4d01-bc11-44dc-8ae0-af8102cff77c,89336fd8-04be-46f2-b8ad-385ded958abd
e206a97e-4568-473e-a05d-93c9681254c2,485,2011-07-27,7:51 PM,6,17.94,268,029e0ff8-4246-48cc-8e7e-b5c06f5b2762,3c8e3ef4-c0fd-40fe-855f-a9eab8ca377a
26e610f2-e89c-4105-a77b-2540f15819f4,344,2016-10-13,4:06 AM,23,229.77,85,6b3607cd-0050-4090-aab8-d2fe0f43114f,
ccc4eef9-be76-48b6-9407-0819fb027fbe,341,2012-04-27,7:46 AM,20,399.8,500,4eee24ad-ed42-43f9-a83a-5ee325b776cc,36cc92a7-918e-4d6e-8bde-ae31d0f2f7a2
a88f7c7f-9ae8-477e-9186-aa4a46555879,243,2022-03-24,12:36 PM,8,35.92,258,125ead65-40f8-420f-b045-38b1d03bf486,d941d977-69de-4077-bc48-06334f4da1f9
f8e00ab6-1de1-41a3-952a-4a10ed4c7078,409,2016-01-10,12:30 PM,13,4549.87,9,00270d29-9dc4-481b-8d16-b5246c02bfee,e3ec5190-587c-431a-808c-909d9cdcafac
9f898934-a792-40eb-897c-7ff3f84f2227,260,2019-09-04,8:21 PM,22,197.78,329,82ebd436-fc55-4b1c-a6ec-750f27e705a2,
c88a5f1d-f677-4145-a81e-77d4dd02c9f3,398,2020-07-01,6:26 PM,4,99.88,88,5d060676-7dc1-487b-beb0-10a2d2f02f19,
28497567-717b-432d-8a38-03e911677329,361,2012-01-15,4:33 PM,11,1649.89,350,2ffb4222-73fc-4301-a048-18285e10ac79,dbea12ff-6be1-4b6c-a2d4-81069194f09e
805320ed-8b7a-4b70-9550-19393bbd4b8e,341,2018-06-05,4:57 AM,19,379.81,119,80e2f9f8-04a4-4abd-b154-0b7a655073bd,
afc58377-5ac0-4930-880d-acbff11d68fe,229,2017-05-28,4:46 PM,19,24.51,86,1f208577-cf31-4c75-a195-d4ccc12f8aea,
0404e531-462b-4113-a9ca-5526735feb0c,68,2021-10-04,1:36 AM,2,240,184,8e6c02af-016e-47a3-8216-29ed6508beb9,3307ec7f-ad90-439a-8e94-bfb3538b67e4
829ae8ff-564c-4de5-b109-83f51c7de5bf,417,2011-05-18,12:00 PM,3,179.97,433,2ddd8dca-9103-4035-a99b-52b931a0e59f,
9459a178-6416-44d2-b29d-6c9b0e8be640,224,2011-04-17,4:51 PM,23,160.77,157,ab231ac2-1ed7-464c-9a0e-22b2d9b53606,
6cdc5584-5530-4fc9-b6d9-a7e0acf10d1c,42,2022-09-28,5:20 PM,17,3399.83,74,e71cf042-8533-4808-8e4e-505c869c7b2f,25019226-6b9b-4d61-b552-f3226ccd2890
0e487dda-fc04-4e83-956e-a35cdce52bb3,65,2011-11-08,8:45 AM,1,100,15,724c1eeb-470b-4f61-9e9e-ba916d0910e2,630cea48-21cd-4cf0-a54a-0705fda29d15
f5beec7e-dc05-46ac-a585-723acffb7278,409,2018-02-25,5:41 AM,23,8049.77,302,917bd59c-6194-431a-b8c3-01e47360b876,17e51095-db7b-4053-a396-44bb8370833a
bb2b7366-5584-43d4-a425-60f2e2e27062,142,2015-12-29,4:54 AM,20,119.8,182,e320154c-a254-4bc0-8002-c1f7216234a9,
d3cb308b-e10a-440c-a880-15269f725761,534,2011-06-28,6:56 AM,25,499.25,158,8b6cdf74-36c4-4002-874a-073d28bd0ae1,57142a94-45c4-4783-a4cd-b6cb15c3f17d
d4ba5d00-e968-4268-a95f-bbc0391ea402,553,2011-01-05,11:36 AM,19,494,236,36d3a58f-7673-489e-b50f-f959d622b2c8,2f64ff05-62c6-4b6f-992c-b4daa835bf67
3e6831a9-31fb-4729-b716-313b0f8ddf1f,34,2010-12-13,2:58 AM,23,114.77,312,27cfb4d7-a611-4090-8239-09cdf2c68444,bd8df157-8605-4085-b446-b6d416779f9a
03599736-6739-4f64-8988-f10a04fb14f1,72,2022-11-29,3:52 AM,18,215.82,142,3f7a4161-d00d-4b25-b647-193a2c84e02d,817cd60e-93d3-4c1b-b02a-9491e3eb6271
346f2a32-7c98-4963-b255-4ca495f15b6a,159,2014-10-16,3:36 PM,9,44.91,170,b5971629-224b-4262-927e-7233e0e40e54,
63748670-47c2-491b-b4fa-fcc147e7d8d2,460,2015-12-31,4:34 AM,20,119.8,362,95e7d575-6032-4f7c-85fa-f7a118902131,998375af-adc9-4ff8-a4c6-ef42acc4ea86
89b25a33-ab43-4a8d-b2c7-5954a111c1f4,110,2015-06-08,9:49 AM,14,839.86,328,30dccae2-e0c1-4226-a26a-db6abb350693,609aee4d-f08f-421e-b3b9-bab2f6cdc1ef
15b2d113-0ea7-4e42-b782-8b63d4bd30bb,155,2015-03-01,12:04 PM,20,100,268,029e0ff8-4246-48cc-8e7e-b5c06f5b2762,dbad0924-3a92-4b9f-baca-ef87a6402fb3
aab358b8-7829-4c68-b076-2b2807846a16,36,2011-10-23,6:42 PM,23,9177,95,40bef6e5-865e-443a-a3c2-d067a05662b7,
76a2809d-5a58-4111-8307-606758fbcb6d,220,2019-09-26,10:11 AM,3,29.97,330,c3d80d29-9e75-45ba-96da-9fdfa93460e5,66b29c11-63fc-4672-9610-56e310b9edf9
6fe01013-9a5b-4a6e-8a49-0bb31a817f02,206,2019-09-05,1:01 PM,11,54.89,7,7919fe63-24af-416f-93f5-b2a77382b36d,1d57b366-2a47-4811-88d8-6415e451594e
d5ae5bc9-b6b4-403c-9af8-2606ce139bd5,469,2011-07-17,4:54 AM,12,1319.88,270,19220699-bcb0-41c3-b20b-fb4db8ea7136,5a019bc5-4468-4ccc-8a18-aec566f27693
caae6a61-2366-4a04-8e2e-db72b2f4ab96,477,2010-09-26,12:55 AM,15,74.85,315,51bf4ad4-97f5-478a-9842-4a6d30d3f9c0,6ca76b4c-120a-41a0-bb2a-7c184fb79b3e
e951ef44-3018-474d-b05e-545967e2da05,555,2021-09-02,8:38 PM,14,27.86,147,a53ebacb-1db9-4388-92bc-fbb80edc1df9,
1d064140-3437-4164-89ef-7fabb3dc44f7,566,2020-07-21,6:39 AM,1,19.97,120,906d83f9-8c5a-4d25-8163-8c58a2f0c8be,7a2dacd9-ed58-42bb-bec1-5c76faa4b1f2
1ba32ebc-c357-45ab-b942-c1079b5af93f,431,2012-08-17,5:30 AM,23,804.77,151,0314c653-5b2e-4498-bd10-fdd5ba3bc3d7,a0b8a6be-229b-4635-9b76-76fd62eb0855
6aad2244-56c9-47d1-8dbf-6acfa2269d01,59,2010-08-28,11:54 AM,15,299.85,314,a8da96c3-5227-46ed-8c91-1e5905b39ccb,c9d021d2-3103-4f4c-9171-52f5d222c400
4a3cafa5-6e56-4bee-b031-242c474cf2ae,553,2021-02-04,3:42 PM,9,234,271,cf148123-3961-4bfe-bd60-d9d42779e367,3616d0cf-ad73-41c3-88e8-d34683767336
4d0b7afa-c80e-4da5-b89a-4225102776e6,380,2011-08-30,8:02 AM,19,208.81,292,32ac5f9e-72d3-4f38-8b3a-52ebbc72bf03,
a9782417-da12-4c9c-9545-2f287e260ee1,199,2015-05-05,10:05 PM,21,251.79,123,5ce056fa-ecc7-4e05-af05-0fa42df36af5,
0a79fbe5-6eda-4727-81ea-4436cd3630fa,450,2021-12-17,12:53 AM,13,103.35,412,0eb18b96-5aa3-4140-a432-9db5019c1f93,69ab7139-8310-4c4f-8f71-ba86d0533076
58162c9e-8836-412f-b3d0-585757dd1b31,453,2013-03-11,5:16 AM,8,159.92,135,307ea308-33fa-4858-b751-988752f8ef43,
faf2792f-e865-4532-b551-c9c64a045c2f,217,2021-07-26,11:06 AM,15,44.85,309,8eca8e39-70ee-4a94-baeb-0d73abe8e388,2213b21c-0ae2-430e-bb9d-995ec827272b
df7d32d5-b894-4e3e-90cc-59bfdb0ce184,85,2020-11-05,1:13 AM,20,1199.8,399,56ff06c6-ca37-409d-9d36-b7864b1eb440,1c273a18-0a75-4b06-ab4d-3f86085af60e
b485aee6-b29b-426b-8842-96f2e6ef470f,165,2017-01-24,6:44 PM,13,64.87,496,b390491b-550e-4d4b-b409-9a944a3c3e83,61d88cb9-e4d7-4a38-a716-610e35a4afbc
0f188576-251c-4fa4-9516-87deb940bf1a,81,2019-07-30,2:48 PM,2,49.98,415,5d453e79-0a54-4abd-b3ba-4e9ea2dc42e8,
1c0ae412-c4c5-41a0-9f60-d92832d54147,1,2013-11-04,11:44 PM,1,9.99,388,e000fc05-661e-4ddf-88ea-f1dc28e1f2e5,4e1f253f-7d98-4923-9e65-bbdeaafbd4df
13e468e3-5c46-45dc-9992-e57fcedaf1a3,496,2018-04-02,2:45 AM,8,719.92,378,d02dec32-f613-4fcc-9974-f3ab37b438ba,fbe833a5-78a9-4f86-8b57-871fe401ac08
5b628423-0f0a-4b2e-902f-fa475654d0cb,569,2016-03-26,11:05 PM,17,72.93,122,f1c571a0-c7d4-4b1c-92be-9e1c6a373749,
2cdedb68-bfab-4f9f-9644-4c3f9a89663c,192,2010-10-28,5:38 PM,21,4829.79,60,bc3953a3-3acf-45dd-aa9f-59a264fbd5e6,d2ce0ec9-b2b9-4c70-9d0a-7bb892e37ec2
0429e83e-909e-4bb7-b88b-0ecc5f9fa98a,74,2021-12-11,1:17 PM,22,72.6,401,f93ac107-15d2-4fe4-b908-af8545cb766a,58db6aa5-f16e-40df-a095-ba7d65957c8b
51fb0cd9-efbd-4097-a63e-16aa67f4f768,131,2021-11-27,8:33 AM,10,42.9,314,a8da96c3-5227-46ed-8c91-1e5905b39ccb,c9d021d2-3103-4f4c-9171-52f5d222c400
6d2c114e-3845-43e2-8fce-b312d1514f67,433,2014-08-28,10:14 AM,16,159.84,5,7dc2426f-816d-4d63-99c7-17126d1de643,
e485bd40-bb8a-4ee4-9e3d-030feacfe5cc,302,2021-07-25,5:03 AM,3,2.37,337,379ccbf5-534c-4326-9f1c-689387dd2066,
d053a1b7-6849-4d20-8d4d-689c83c87770,83,2013-02-16,1:28 PM,12,1200,161,1a249f50-6572-499a-bbfc-890ebaa5b67e,
58c067c3-a83a-4f5b-aead-7699844c09d8,113,2022-10-06,1:17 AM,19,189.81,345,ca5e0957-b43a-4416-a3db-61858a124029,
011edb7a-dfe4-4278-909f-426c4d11f205,430,2012-03-23,8:11 PM,13,2599.87,374,68de4792-78b8-46f4-814b-2a1b9eb15d00,
33d1e2c2-2822-468e-8dca-0a29389f0dbc,508,2019-07-07,10:12 AM,18,1079.82,189,e562319c-503b-411f-8f12-f879bb6d54e5,
b88d675c-656c-45cc-a7f5-4deacc23177e,282,2015-02-21,6:08 AM,21,209.79,417,f5fdd854-31cb-4d85-82b5-3210bfbd92f3,
44dec639-93bd-4347-b58a-3eaad5574d5c,98,2022-10-06,10:22 PM,2,109.98,265,0f52c1ae-52d0-4816-8d0a-c2e36b2524ac,19fe1f8b-f6cb-4f57-a70a-6065d83e557e
d53cda1e-7574-4f1b-a871-edb714b921f3,574,2011-07-16,5:44 PM,25,562.25,478,1251342d-7119-4948-94f4-725b7be59fc5,bd5e9709-c66c-4b09-b923-3ef087de12ed
a9019c0d-73f4-4117-b23c-b55f1715ecaa,462,2020-08-06,10:27 PM,5,99.95,230,68ebd261-4f43-4782-acbb-c70ab7f78efb,5d341bc7-a14f-4116-990f-a8d6df1666f2
088f72fa-d9a1-430a-9b3c-afdf269096bf,233,2010-12-18,5:13 AM,2,20,229,9ea294b0-82ad-4853-bdae-7558a03fb5b3,
7ad56624-3fa2-46ee-b281-81b84bb66cb6,328,2012-02-21,3:20 PM,20,12980,248,f5308666-f8f0-4690-b45c-67f1791c2fa0,841bde77-4622-4e4b-969b-4e58241c6ac8
fe6d4e34-c693-4d54-99aa-a79294aa0202,484,2017-06-22,4:40 PM,4,1399.96,256,aaeb1313-0976-4da1-b6f9-488afe261d91,615be061-a78d-45a1-b713-0d5319ff9ff9
1e7d0f88-cec4-4e8a-a653-34da1d81fb2f,157,2015-04-14,6:17 AM,21,105,444,698f137e-08a5-4e0e-846a-3b5091fd9a9b,49489a4a-6ca9-4644-aa13-0125c9ec4c4a
706ba49c-de2d-4403-8006-4c739431f6ee,574,2018-03-15,6:35 PM,22,494.78,384,41596404-d457-4e8c-850d-f8c851c9675f,3a38d0d4-73df-4003-989b-bb813c0637c9
3f504a71-754c-487a-a43c-1120b5882ddf,263,2013-11-29,5:07 PM,24,311.76,333,590f90c0-d2e5-4103-b5e0-f81f0b82117a,7e752689-5c29-4069-b997-13f607ed94b1
ca159fe3-9409-4578-9471-8a399b2b1f4e,104,2020-12-17,4:04 AM,13,13,64,578515d5-a873-4f89-a5c1-48d31347e32f,1935fbaf-c24d-4c68-a443-82e9ea7458cd
893d1cb3-a3a5-4a58-91de-0374228e8e99,104,2021-07-19,10:37 AM,18,18,388,e000fc05-661e-4ddf-88ea-f1dc28e1f2e5,4e1f253f-7d98-4923-9e65-bbdeaafbd4df
41a4c827-17d7-4c4f-b895-3f29f336383f,572,2010-05-13,9:43 PM,18,179.82,169,60cb90c4-4bd5-45ca-9605-5bee78ead007,e9d578c4-2ec4-4bcb-bf20-d61d6de42832
d3293d31-6f02-4da6-8745-559cc6441380,233,2016-05-16,5:19 PM,7,70,329,82ebd436-fc55-4b1c-a6ec-750f27e705a2,
c7a3aeb8-a4c7-4ef5-80ab-d2d9794723b8,161,2014-07-25,7:52 PM,1,24.99,337,379ccbf5-534c-4326-9f1c-689387dd2066,
5803fae2-66ef-4d5d-89a3-bc8b22c7788d,299,2019-06-05,11:11 AM,11,40.59,407,35d0663c-609d-416c-a826-8ea11ec57e1e,c3e83b16-959a-4a9d-8b1c-24e5daa2ebd5
20ab7e79-cb71-4273-874d-1399bdbed234,227,2021-05-13,10:30 AM,8,95.92,41,ef714586-2e4e-4106-98f3-98db4fe76c46,64d52166-93db-4699-8cd1-ddac3ce2a2de
ca6e9514-3909-459d-9acc-9157a22c8536,427,2021-05-05,7:47 AM,19,8075,169,60cb90c4-4bd5-45ca-9605-5bee78ead007,e9d578c4-2ec4-4bcb-bf20-d61d6de42832
71aa4fed-5090-4dde-af98-3e6aa39c484e,492,2014-05-18,11:44 AM,22,1320,221,a4f8fd84-7dff-4b9e-be59-fd62a3520184,5e5efe37-9367-4c55-b0e9-077782c889ca
4ebc3a12-bdc0-4a48-8862-ce4c90cfbbbc,229,2022-01-19,11:58 AM,12,15.48,218,5d8f6af1-263b-4337-9fd4-0653ac8edd27,abac5d0c-d0d1-4e37-92cc-924642b71841
129837b3-4ea3-46fd-bd47-3a596344136f,371,2012-10-26,9:28 PM,16,319.84,279,66a72f9d-2b68-4e18-8197-8b98c91486ef,a253e54e-f073-4403-91ea-9b61f0ebd328
f95bd00c-c307-4824-8634-fc54dcb225cb,327,2018-06-17,9:49 AM,18,63,142,3f7a4161-d00d-4b25-b647-193a2c84e02d,817cd60e-93d3-4c1b-b02a-9491e3eb6271
35cdcf51-4f1e-4651-aeba-9fd75e8679f1,39,2012-08-18,11:06 PM,25,62,187,c0fbd748-8081-48ba-8812-1a5d9dcf91ec,aeb5f35f-376c-43d4-b605-7fb216c05267
3305654e-59ec-4d78-b656-bca89c947a07,300,2022-06-19,4:34 PM,14,1819.86,404,53bea8dc-8548-47fe-b22d-7cba8e06cbe2,a7fa4c15-456a-4a36-a15e-76783467c51a
3ad3954d-4c6f-4c91-8540-a6366833993e,116,2017-01-26,7:33 PM,6,3594,434,6d31ccf6-54a0-4a75-830a-54656b6960d7,ea649211-204c-442e-ad43-0d62c768e19b
28fb076b-4612-4863-bcf7-76d7d27d5bf8,140,2019-10-30,1:58 PM,7,62.93,202,e0d63937-2423-4433-9387-8dbf89232c4d,c821c756-52ba-4ad3-b08d-f21c0052fa7a
a005c7bb-d65c-4355-b45f-2f705ff94099,94,2016-01-01,9:37 AM,18,39.42,89,2b68c462-f0d0-4885-96e1-673ef183bd2a,9e95690b-c040-48ef-bc22-a675eb2e8845
3e73d843-4b78-4876-a913-b0ecfe47f572,73,2012-04-09,10:51 PM,21,2099.79,403,2d03d1c6-3bd4-43fc-b9ee-e5dbd25d2278,
b9fadd8e-e6d7-4b1c-8716-d8abaca28f19,68,2018-09-09,7:28 AM,4,480,73,0034b0dd-5369-48c2-b8c7-03c60d9780e1,cd1b7952-3dc0-498e-9392-7f790f9faae5
dd4a65ed-5dab-4896-a653-9e3ac8598502,447,2011-09-10,8:55 PM,12,299.88,380,846d4bad-b5cf-4e4e-89c4-9e9245b3391b,
253bf564-62c6-4608-8d33-13b1c5f9eea2,103,2018-01-26,11:12 AM,8,151.92,113,dacea206-482a-44da-bddc-a027f8d18d63,bfa7c542-ec52-4870-a5a1-edb687194db6
0bd60b7b-fa2d-41ab-8ffa-2ae7b4a70f5d,303,2018-10-17,12:47 AM,14,139.86,34,26aabe1a-00aa-4ec7-aeed-b89bc335dd55,08701c42-af92-4729-be5c-e95d483f5eb2
a8be74c0-f993-4838-a6d3-16b62992c3e9,546,2020-07-04,12:42 AM,25,1249.75,264,c4aa838c-961c-4c9f-8536-6a2461bfc745,f2d27ee3-022a-409f-82e3-7dfdae188225
4da43832-4f8e-43d7-b3d2-ff121572c1a9,462,2015-09-17,9:45 AM,17,339.83,428,a3809504-e166-4ddc-aba5-6b0f367541af,599925d5-3b96-48b9-bab6-8223c764de1d
86e127f5-73cd-43f2-a559-7e69f6447008,339,2015-10-06,4:56 PM,5,1749.95,173,cf352ad9-a5ad-4601-acac-66b68c5b7b46,8b1a0fd5-86d8-4ea6-9338-8245386b7cea
d9e1cd1d-a0ee-4ec9-8db7-e6fba6a6cd29,2,2018-05-12,12:33 AM,12,119.88,470,b9bc7bb4-2222-4d29-b161-49e47bfee275,
e0243b67-c0b0-4da9-9a14-dbc72be9741b,352,2019-12-31,9:20 PM,24,191.76,323,806c134a-111d-4088-8cb0-a255f6f1918c,7ca9b16a-bd56-4c2f-98df-c68b05be6e55
ac5cbdf1-5e82-44f6-ad9d-bcb91560f551,453,2022-01-14,7:35 PM,6,119.94,117,17692afc-5467-49b5-9549-8add473bd208,1f551c0e-cb36-4a2d-99f1-5cd586f3de94
6753f589-8e3b-4d2a-941c-6944e3a250ee,116,2010-11-03,7:13 PM,18,10782,81,a92f94cd-99a0-4a64-89bb-248958cdc37f,
96f6ea7d-11ad-4e4a-b77d-cefab6561486,309,2021-11-18,10:25 AM,25,124.75,26,c4062177-2919-4b32-8ebb-d98a7b002495,
189a2325-85b6-4797-8be6-97d6296b591b,322,2011-08-17,1:25 PM,10,99.9,138,bf899886-1b37-48d2-afe5-30834a4f062c,
4fab297f-16da-4edc-b873-58cd72ce3831,412,2023-01-07,10:51 PM,9,179.91,114,2673c8fb-48db-45be-88a7-e4dd6131f153,
18d36cfd-2c5c-4eaf-b1da-155506413e51,221,2022-12-09,11:30 PM,24,143.76,445,c82dcb64-7c75-4308-8f07-9f8fa3226ced,ce85fd11-7871-4ae0-9a89-8152fb35296e
99c0d180-5f06-4c4f-b5b1-e380918c4715,462,2019-02-06,10:47 AM,13,259.87,371,33ea122b-5b3a-4c77-8f7e-b5d41d6c8843,99780925-338a-496d-b9e2-572c49b38385
e28c7b13-1d61-4e31-ae00-186c767a3760,235,2021-03-31,10:52 PM,25,1875,385,0d97ae09-1254-4f63-bf41-c2764bb5ce16,cd2202a0-9bb9-4a4f-b388-675ad7be1205
